video_id,title,upload_date,url,description,transcript
UC9xghV-TcBwGvK-aEMhpt5w,Data Engineering - Videos,,https://www.youtube.com/watch?v=UC9xghV-TcBwGvK-aEMhpt5w,"This channel covers various data engineering topics like data modeling, ETL/ELT, data warehousing, Hadoop, Spark, Hive, Pig, AWS, Google Cloud, nosql data base and more ",
UC9xghV-TcBwGvK-aEMhpt5w,Data Engineering - Shorts,,https://www.youtube.com/watch?v=UC9xghV-TcBwGvK-aEMhpt5w,"This channel covers various data engineering topics like data modeling, ETL/ELT, data warehousing, Hadoop, Spark, Hive, Pig, AWS, Google Cloud, nosql data base and more ",
